,Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn
2820,24.0,1,42,0,0,1,1,1,25.5,1067.48,0,1,1,0,0
2821,54.0,0,9,0,1,1,0,1,53.87,488.27,0,0,1,0,0
2822,39.0,1,60,1,1,0,1,3,45.88,2731.27,0,0,1,1,0
2823,22.0,1,15,0,0,1,1,0,104.37,1579.1,0,1,0,0,0
2824,19.0,1,57,0,0,1,0,2,93.76,5363.36,1,1,1,1,0
2825,44.0,0,69,1,0,0,1,0,108.45,2132.26,1,0,0,0,0
2826,38.0,1,22,1,1,1,0,0,78.93,1740.58,0,1,0,0,0
2827,55.0,0,64,0,0,1,0,2,63.55,4065.03,1,1,0,1,0
2828,32.0,0,41,1,1,1,0,2,47.06,1918.71,1,0,0,0,0
2829,38.0,0,71,1,1,1,2,2,78.31,5571.95,1,1,1,0,0
2830,27.0,0,56,0,1,1,1,3,81.8,4589.96,0,0,0,0,0
2831,40.0,0,23,0,0,1,0,0,59.29,1368.17,1,1,1,0,0
2832,56.0,1,25,1,1,0,0,2,113.66,2844.84,1,0,0,0,0
2833,22.0,0,6,1,1,0,0,3,84.0,507.01,0,0,0,0,1
2834,18.0,0,34,1,1,1,1,1,103.75,3522.24,0,0,1,0,0
2835,30.0,0,63,0,1,1,0,2,82.04,5193.53,0,0,1,1,0
2836,38.0,0,9,1,0,1,2,0,51.65,461.99,0,1,0,0,0
2837,43.0,0,60,1,1,0,2,2,93.66,5615.33,1,1,0,1,0
2838,67.0,1,49,0,1,1,1,3,43.03,2119.68,1,1,0,0,0
2839,62.0,1,51,1,0,0,0,1,79.66,4062.37,1,1,1,0,0
2840,38.0,0,60,1,1,1,0,3,60.24,3614.21,0,1,0,0,0
2841,35.0,1,70,1,1,0,0,1,34.99,2132.26,1,0,1,0,0
2842,54.0,1,37,1,0,1,1,1,61.32,2275.63,0,1,0,0,0
2843,62.0,0,31,1,0,0,1,1,51.03,1589.22,1,1,0,1,0
2844,49.0,1,41,1,0,1,0,1,31.22,1265.84,1,0,1,0,0
2845,53.0,0,62,1,1,0,0,2,102.38,6351.57,0,0,1,0,0
2846,34.0,1,58,0,1,1,2,1,69.86,4041.82,0,1,0,0,0
2847,52.0,1,14,1,1,1,0,2,54.64,760.41,1,1,1,1,0
2848,66.0,1,36,0,1,1,0,2,70.5,2539.76,1,1,0,0,0
2849,28.0,0,36,0,1,0,1,2,95.46,3436.2,1,1,0,0,0
2850,38.0,1,8,1,1,0,0,2,21.83,181.18,1,0,1,1,0
2851,69.0,1,26,1,0,1,1,2,69.59,2132.26,0,1,1,1,0
2852,43.0,0,36,1,1,1,2,3,67.92,2453.58,1,0,0,1,0
2853,21.0,0,48,1,1,1,1,2,109.31,5233.44,1,0,0,1,0
2854,51.0,1,28,0,1,0,0,3,75.6,2140.43,0,0,0,0,0
2855,69.0,0,68,1,1,0,0,3,33.73,2293.39,0,1,1,0,0
2856,65.0,1,62,1,0,0,0,0,58.87,3662.07,1,0,1,1,0
2857,35.0,1,51,1,1,1,0,2,82.11,4162.47,1,0,0,0,0
2858,57.0,0,42,1,1,0,2,2,24.59,1030.13,1,0,0,0,0
2859,52.0,0,29,1,1,0,1,2,108.46,3130.73,1,0,1,1,0
2860,58.0,0,10,1,1,0,0,2,26.78,259.19,0,0,1,0,0
2861,46.0,1,39,1,1,1,2,2,23.06,899.85,0,0,0,0,0
2862,69.0,0,1,0,0,0,1,2,20.2,16.85,1,0,0,1,0
2863,46.0,1,39,1,1,1,0,2,88.37,3459.57,0,0,1,1,0
2864,55.0,0,21,1,1,1,0,2,65.59,1395.08,1,0,0,0,0
2865,59.0,1,65,1,1,1,0,2,30.28,1958.53,1,0,1,0,0
2866,38.0,0,15,1,0,1,2,1,105.62,1579.42,0,0,1,0,0
2867,59.0,1,4,1,0,1,0,2,40.27,150.77,1,0,0,0,0
2868,30.0,0,60,1,1,1,2,1,52.63,3169.36,1,1,0,0,0
2869,66.0,1,61,1,1,1,0,0,37.77,2305.56,0,0,1,0,0
2870,58.0,0,20,1,0,0,2,2,112.68,2253.92,1,0,1,1,0
2871,34.0,0,10,1,0,1,0,1,95.81,961.22,1,0,1,0,1
2872,26.0,1,34,1,0,1,2,0,92.4,3138.49,0,0,0,0,0
2873,58.0,0,48,1,0,1,2,0,24.4,1162.64,0,1,1,1,0
2874,18.0,1,33,0,1,0,0,3,72.27,2385.42,0,1,1,0,0
2875,19.0,1,61,1,1,0,1,2,77.55,4727.88,1,0,1,0,0
2876,65.0,0,10,0,0,1,1,2,58.25,585.97,1,0,0,1,0
2877,46.0,1,54,1,0,0,2,2,52.18,2801.4,1,1,0,0,0
2878,50.0,0,65,1,1,1,0,1,105.19,6839.21,0,0,1,1,0
2879,27.0,0,1,1,1,0,0,1,22.3,15.41,1,0,0,1,0
2880,67.0,1,5,1,0,1,2,2,82.54,414.21,0,0,1,0,1
2881,57.0,0,15,1,1,1,1,0,59.42,900.35,1,0,0,1,0
2882,38.0,1,28,0,0,1,0,0,86.6,2419.24,1,1,1,0,0
2883,45.0,1,23,1,1,1,2,2,39.79,927.14,1,0,1,1,0
2884,44.0,0,17,1,1,1,0,3,43.87,728.38,0,0,1,1,0
2885,51.0,0,13,1,1,0,1,3,78.69,1038.41,0,0,0,1,0
2886,25.0,1,14,1,1,0,0,0,117.99,1664.24,0,0,0,0,0
2887,39.0,1,11,1,1,1,0,1,117.47,1283.3,1,1,0,1,1
2888,25.0,0,28,1,1,1,0,2,44.9,1248.42,1,0,1,0,0
2889,66.0,0,42,1,0,1,0,3,30.24,1255.13,1,0,1,0,0
2890,32.0,0,61,1,0,1,0,0,79.03,4830.04,0,0,0,0,0
2891,44.0,0,64,0,1,0,0,0,62.0,3964.7,1,0,0,0,0
2892,40.0,1,31,1,1,1,0,2,96.17,2977.23,1,0,0,0,0
2893,41.0,0,10,1,1,0,0,3,72.8,716.77,1,0,0,0,1
2894,62.0,1,8,0,1,1,1,1,71.06,586.6,1,0,1,0,1
2895,36.0,1,21,0,1,1,0,2,84.65,1767.92,1,0,0,0,0
2896,22.0,0,59,1,1,1,0,3,32.64,1926.0,1,1,1,0,0
2897,49.0,1,50,1,1,1,1,1,87.72,4388.16,1,1,0,0,0
2898,61.0,0,69,0,1,1,2,2,68.85,4746.66,1,0,1,0,0
2899,44.0,1,70,1,1,0,1,1,102.01,7134.69,0,0,1,1,0
2900,40.0,0,30,1,0,1,0,2,33.87,1012.41,0,1,1,0,0
2901,54.0,1,17,0,1,1,2,2,50.07,856.84,1,0,0,0,0
2902,25.0,1,20,0,0,0,2,2,115.02,2296.93,0,0,0,0,0
2903,44.0,0,48,1,0,1,0,2,75.31,3631.14,1,0,0,0,0
2904,25.0,0,2,0,0,0,2,2,112.93,218.09,1,1,0,0,1
2905,40.0,1,37,1,0,1,0,0,88.9,3296.84,0,1,0,0,0
2906,60.0,1,1,1,1,1,0,2,112.64,95.08,0,0,1,1,1
2907,18.0,0,4,1,1,0,0,1,51.78,199.35,0,1,0,0,0
2908,62.0,1,54,0,1,0,1,3,29.05,1560.54,1,0,0,0,0
2909,68.0,0,25,0,0,1,0,3,100.22,2494.46,0,0,0,0,0
2910,41.0,1,3,0,0,1,0,3,100.45,304.18,1,0,1,0,1
2911,52.0,0,9,0,0,0,0,0,81.88,735.82,1,0,1,0,1
2912,41.0,1,34,1,1,1,0,3,77.96,2627.85,1,1,1,1,0
2913,34.0,0,43,0,0,1,0,2,111.49,4814.03,0,1,0,0,0
2914,22.0,0,22,1,1,0,0,2,37.65,830.06,1,0,0,0,0
2915,37.0,1,70,1,1,0,0,3,81.65,5715.51,0,0,1,1,0
2916,38.0,0,2,0,0,0,2,2,24.98,63.06,0,1,0,1,0
2917,57.0,1,66,0,1,0,0,3,34.09,2259.83,1,1,1,0,0
2918,48.0,0,32,0,0,0,0,0,63.73,2036.38,0,1,1,1,0
2919,63.0,0,16,0,1,0,0,2,102.12,1614.39,0,0,0,1,0
2920,53.0,0,1,1,0,0,0,1,93.31,98.95,1,1,1,0,1
2921,28.0,1,48,1,1,1,0,0,117.41,5626.05,1,1,1,0,0
2922,69.0,0,50,1,0,1,0,0,24.48,1236.39,0,0,0,0,0
2923,32.0,1,13,1,0,0,1,3,58.14,748.06,1,1,0,0,0
2924,36.0,0,15,1,0,0,0,1,35.88,533.68,0,0,0,0,0
2925,24.0,1,53,1,1,1,0,2,23.7,1242.67,1,1,1,0,0
2926,68.0,1,44,1,0,1,0,3,46.44,2030.74,1,0,1,0,0
2927,45.0,1,8,0,1,0,2,2,44.45,354.51,0,1,1,0,0
2928,68.0,0,46,0,1,1,1,0,62.0,2849.98,0,1,0,1,0
2929,60.0,1,69,1,1,1,0,2,34.01,2341.93,1,0,1,0,0
2930,22.0,0,19,1,0,0,0,2,68.86,1328.87,0,1,1,0,0
2931,22.0,1,38,1,1,0,2,1,112.01,4262.42,1,0,1,0,0
2932,47.0,1,11,1,0,0,0,3,94.82,1043.12,0,1,0,1,1
2933,49.0,1,43,1,0,0,0,2,104.22,4453.89,0,1,1,0,0
2934,25.0,1,20,1,1,1,0,0,100.47,2017.66,1,0,1,0,0
2935,27.0,0,20,1,0,0,0,0,58.96,1209.15,1,0,0,1,0
2936,55.0,1,21,1,1,1,2,2,90.9,1907.02,1,1,1,0,0
2937,64.0,1,57,1,0,0,2,2,95.43,5431.4,1,0,1,0,0
2938,49.0,0,50,1,1,1,1,1,40.56,2029.63,1,0,1,1,0
2939,65.0,1,26,1,1,1,0,3,106.03,2742.47,0,1,0,0,0
2940,45.0,1,30,1,1,1,0,2,65.77,1977.72,1,0,1,0,0
2941,34.0,1,31,1,1,1,0,1,21.64,685.84,1,1,1,0,0
2942,48.0,1,42,1,1,0,2,3,84.34,3535.57,0,1,1,0,0
2943,25.0,0,68,1,1,0,1,2,87.68,5955.85,1,1,0,0,0
2944,57.0,0,61,1,1,0,0,2,75.18,4585.18,1,0,1,0,0
2945,42.0,1,61,0,1,0,0,2,41.24,2510.63,1,1,0,0,0
2946,26.0,0,70,1,1,1,0,1,68.23,4760.98,0,0,0,1,0
2947,19.0,0,68,0,0,0,2,2,60.01,4076.83,1,1,1,0,0
2948,32.0,1,17,1,1,0,0,2,117.47,1991.12,0,1,1,0,0
2949,67.0,0,19,1,0,0,0,1,102.47,1960.6,1,0,0,1,0
2950,20.0,1,51,1,1,1,0,2,96.19,4917.24,0,0,0,1,0
2951,66.0,0,70,0,1,0,0,0,38.11,2681.67,0,1,0,0,0
2952,53.0,0,63,1,1,0,2,2,53.1,3353.32,0,1,0,0,0
2953,21.0,0,30,1,1,1,2,0,57.97,1741.16,1,0,1,1,0
2954,31.0,1,25,1,1,0,2,2,69.26,1722.76,1,1,0,1,0
2955,58.0,0,71,0,1,0,1,2,23.02,1647.68,0,0,1,1,0
2956,58.0,1,26,1,0,1,0,3,79.3,2065.28,1,0,0,0,0
2957,42.0,1,56,1,0,0,0,0,55.79,3111.76,1,0,0,1,0
2958,67.0,0,22,0,1,0,0,0,76.17,2132.26,0,0,1,1,0
2959,27.0,1,19,1,0,0,1,2,20.9,384.46,0,0,1,1,0
2960,38.0,0,31,1,1,1,0,3,52.14,1595.82,1,1,1,0,0
2961,53.0,1,26,1,1,0,1,3,96.87,2522.51,0,1,0,1,0
2962,29.0,1,42,1,1,1,0,0,70.11,2932.24,0,1,0,1,0
2963,44.0,0,41,1,0,1,0,0,98.89,4046.93,1,1,0,1,0
2964,57.0,0,23,1,0,0,2,0,89.9,2068.09,0,0,0,1,0
2965,19.0,0,47,1,0,0,2,3,105.49,4956.15,0,1,1,1,0
2966,30.0,0,13,0,1,0,0,2,20.74,262.49,0,0,1,0,0
2967,49.0,1,66,0,1,1,0,2,46.13,3059.77,1,0,1,0,0
2968,48.0,1,66,1,0,1,2,2,74.88,4926.81,0,0,1,1,0
2969,33.0,1,16,1,1,0,1,1,114.1,1810.77,1,0,0,0,0
2970,49.0,0,28,1,1,1,0,0,87.98,2468.02,1,0,0,0,0
2971,49.0,1,35,1,1,0,0,3,65.66,2291.84,0,1,0,1,0
2972,51.0,0,41,1,1,0,0,2,33.01,1346.76,1,0,0,1,0
2973,28.0,1,31,1,1,0,0,2,69.32,2138.13,1,1,1,0,0
2974,44.0,0,32,0,1,1,2,1,64.11,2054.9,1,0,1,0,0
2975,32.0,1,54,1,1,0,0,1,97.84,5285.62,1,1,1,1,0
2976,34.0,1,59,1,1,0,0,2,61.33,3619.66,1,1,0,1,0
2977,57.0,0,41,1,1,1,0,0,69.59,2121.25,1,1,0,0,0
2978,35.0,1,66,0,1,1,0,3,28.97,1904.51,0,0,1,0,0
2979,26.0,0,54,1,1,1,0,2,24.65,1329.47,1,0,0,0,0
2980,42.0,1,40,0,1,1,0,0,63.91,2566.07,0,1,0,0,0
2981,57.0,1,28,0,1,0,0,0,54.69,1547.0,0,1,1,1,0
2982,31.0,0,37,0,1,0,0,2,75.53,2805.72,1,1,0,1,0
2983,42.0,0,65,1,0,0,0,2,91.19,5932.41,0,1,0,0,0
2984,67.0,1,55,1,0,1,0,2,24.0,1329.82,0,0,1,0,0
2985,39.0,1,4,1,1,0,1,2,69.62,266.66,0,1,0,1,0
2986,69.0,1,10,1,1,1,0,2,106.2,1054.86,1,0,1,0,1
2987,47.0,1,47,1,0,0,0,3,65.52,3084.68,0,1,0,0,0
2988,37.0,1,14,1,1,0,0,2,72.12,1008.5,1,0,0,1,0
2989,38.0,1,38,1,1,0,2,3,68.68,2132.26,1,1,0,0,0
2990,61.0,0,12,0,1,0,2,2,58.98,717.55,0,0,1,0,0
2991,49.0,0,45,1,1,0,0,0,31.01,1403.69,1,0,1,0,0
2992,68.0,0,17,1,1,0,1,0,32.64,5439.700000000001,0,1,1,0,0
2993,63.0,1,35,1,0,0,0,0,37.91,1326.97,0,1,1,1,0
2994,66.0,1,66,1,0,1,0,2,99.26,6541.95,0,1,0,0,0
2995,44.0,1,41,1,1,0,0,2,47.53,1940.96,1,1,1,0,0
2996,52.0,0,67,0,1,0,0,2,114.81,2132.26,0,1,1,1,0
2997,49.0,0,29,1,1,1,0,2,101.02,2930.92,0,1,0,0,0
2998,47.0,1,18,1,1,1,1,2,88.45,1574.25,1,1,0,1,0
2999,56.0,1,20,1,1,0,1,2,92.04,1844.74,1,1,1,1,0
3000,66.0,0,14,1,1,1,0,0,24.76,360.22,0,1,0,0,0
3001,29.0,0,34,1,1,1,0,1,76.84,2617.86,0,1,0,1,0
3002,58.0,0,49,1,1,0,0,2,114.11,5591.91,0,1,1,0,0
3003,64.0,1,54,1,1,0,0,1,23.91,1306.48,0,0,0,0,0
3004,35.0,1,31,0,0,0,2,2,49.1,1525.37,1,0,0,1,0
3005,38.0,1,58,1,1,1,1,0,25.15,1450.07,1,0,0,0,0
3006,30.0,0,42,1,0,1,2,0,76.97,3233.99,1,1,1,0,0
3007,38.0,0,58,0,1,1,1,2,31.62,1853.56,0,1,1,0,0
3008,44.0,1,30,1,1,1,0,2,67.93,2026.97,1,1,0,0,0
3009,63.0,1,25,1,1,1,0,2,91.99,2285.95,1,0,0,0,0
3010,57.0,0,63,1,1,0,0,2,36.44,2301.87,1,0,0,1,0
3011,63.0,1,19,0,1,1,0,2,95.54,1813.02,0,1,0,1,0
3012,24.0,0,8,1,0,1,2,1,26.02,202.84,0,0,0,0,0
3013,40.0,0,3,1,0,1,0,0,34.96,92.29,1,0,0,1,0
3014,61.0,1,67,1,1,1,0,0,48.01,3197.17,0,0,0,0,0
3015,49.0,0,17,1,1,1,1,3,99.61,1678.81,1,1,0,0,0
3016,44.0,1,14,0,1,1,2,2,105.01,1486.29,1,1,1,1,0
3017,39.0,0,9,1,1,0,0,3,42.04,378.27,1,1,0,1,0
3018,39.0,0,62,0,1,1,1,2,29.58,1814.34,1,1,1,1,0
3019,60.0,1,21,0,1,1,0,1,104.8,2212.64,1,0,1,0,0
3020,42.0,0,37,1,1,1,0,2,84.94,3155.13,0,1,0,0,0
3021,39.0,1,11,1,1,1,0,2,35.79,405.98,0,0,1,1,0
3022,45.0,1,20,1,1,1,0,2,75.77,1511.17,0,1,1,1,0
3023,46.0,0,35,0,1,1,1,0,107.24,3750.71,0,1,0,1,0
3024,30.0,1,53,1,1,1,0,0,26.95,1429.73,0,1,0,1,0
3025,44.0,1,47,1,0,0,1,2,28.37,1347.4,1,1,0,0,0
3026,19.0,1,52,1,1,1,2,0,47.36,2457.17,0,0,0,0,0
3027,46.0,1,8,1,0,1,0,0,85.23,674.3,0,0,1,1,1
3028,38.0,1,4,1,0,1,1,1,37.8,158.16,0,0,1,0,0
3029,32.0,1,27,1,0,1,0,3,101.64,2756.37,1,0,1,1,0
3030,69.0,0,44,0,0,1,0,0,95.04,4181.23,1,1,0,1,0
3031,44.0,1,40,1,1,1,1,2,76.1,3050.7,0,0,0,1,0
3032,67.0,0,47,1,0,1,1,2,31.61,1486.79,0,1,0,0,0
3033,48.0,0,44,1,1,1,0,2,118.82,5225.57,1,0,1,0,0
3034,32.0,1,48,1,1,1,2,3,69.0,3303.71,0,0,1,1,0
3035,68.0,0,52,1,0,1,0,2,65.21,3379.38,1,1,0,1,0
3036,40.0,0,68,0,0,1,2,2,119.56,2132.26,0,1,1,1,0
3037,44.0,1,11,0,0,0,0,3,106.39,1160.53,1,0,0,1,1
3038,61.0,1,4,1,0,0,0,2,65.64,265.39,1,1,1,0,0
3039,30.0,1,48,0,0,0,0,2,61.88,2982.42,1,1,1,1,0
3040,39.0,0,26,1,0,0,0,3,29.59,771.38,1,1,1,0,0
3041,60.0,0,39,1,0,0,0,0,112.65,4384.14,1,0,0,1,0
3042,54.0,1,58,1,1,0,1,1,104.38,6062.59,0,1,1,0,0
3043,44.0,1,19,1,0,0,0,3,51.0,971.97,0,0,1,0,0
3044,20.0,0,58,1,0,1,0,3,95.33,5534.09,1,0,0,0,0
3045,44.0,0,28,1,0,1,0,2,96.27,2690.37,0,0,0,1,0
3046,40.0,0,66,0,1,0,0,2,42.79,2835.47,1,1,0,1,0
3047,46.0,0,10,1,1,0,1,2,81.37,824.98,1,0,1,1,1
3048,47.0,1,58,1,1,1,1,0,45.5,2637.16,1,1,0,0,0
3049,44.0,0,14,1,0,0,2,2,98.99,1393.04,1,0,1,1,0
3050,61.0,0,15,0,1,1,0,0,35.38,541.71,0,0,1,1,0
3051,64.0,0,33,1,1,1,0,0,86.89,2862.72,1,0,0,0,0
3052,42.0,0,17,1,1,1,0,2,52.6,893.39,0,0,1,1,0
3053,54.0,1,24,1,0,1,2,2,23.62,567.68,0,0,0,0,0
3054,64.0,1,30,1,0,1,1,3,32.37,960.12,0,1,0,0,0
3055,25.0,0,62,1,0,0,0,3,85.49,5304.8,0,0,1,0,0
3056,59.0,0,13,1,1,0,0,3,43.99,582.1,0,1,1,0,0
3057,33.0,1,62,0,1,0,1,1,83.1,5150.76,0,1,0,1,0
3058,25.0,1,47,1,1,1,1,1,61.48,2892.96,1,1,0,1,0
3059,18.0,0,16,1,1,0,2,1,89.27,1442.31,1,0,0,1,0
3060,61.0,0,66,1,0,1,0,2,69.29,4569.09,0,1,0,1,0
3061,44.0,1,43,1,1,1,2,2,50.85,2190.15,0,0,0,1,0
3062,20.0,1,8,0,1,0,0,2,34.58,270.94,0,0,1,0,0
3063,18.0,1,3,0,1,1,2,2,54.11,156.36,1,0,0,1,0
3064,21.0,1,12,1,1,1,2,3,83.49,1005.3,1,0,1,1,0
3065,57.0,1,16,1,0,1,1,0,94.05,1507.21,1,1,0,0,0
3066,52.0,1,59,1,1,0,1,3,36.03,2131.32,0,0,1,1,0
3067,49.0,0,49,1,0,1,0,1,86.43,4235.83,1,0,0,1,0
3068,59.0,1,63,1,1,0,0,1,37.93,2394.24,1,0,1,1,0
3069,51.0,1,62,1,1,0,0,2,42.18,2631.82,1,1,0,0,0
3070,60.0,1,49,1,1,0,0,1,73.13,3593.97,1,1,0,0,0
3071,42.0,1,51,1,1,0,0,3,48.92,2498.3,1,0,0,0,0
3072,27.0,0,33,1,0,1,0,3,86.16,2848.33,0,1,0,1,0
3073,38.0,0,30,1,1,1,2,0,115.58,3464.41,1,1,0,0,0
3074,63.0,1,59,1,1,1,0,2,34.89,2056.92,0,1,1,1,0
3075,56.0,0,15,1,1,1,1,1,77.05,1160.67,0,1,0,0,0
3076,44.0,0,23,1,1,0,1,0,112.33,2584.47,0,1,0,0,0
3077,44.0,0,45,1,0,1,0,1,37.65,1702.18,0,0,1,0,0
3078,19.0,0,62,1,1,1,0,1,56.69,3527.45,0,0,0,0,0
3079,58.0,0,71,0,1,0,0,3,32.36,2296.54,1,1,0,1,0
3080,65.0,0,15,1,0,0,1,2,84.2,1242.91,0,1,0,1,0
3081,30.0,1,46,1,1,0,0,2,86.91,4018.2,1,0,1,0,0
3082,26.0,1,64,1,1,0,0,2,86.42,5524.36,1,1,0,1,0
3083,44.0,1,46,0,1,0,2,2,74.21,3415.61,1,0,1,0,0
3084,53.0,1,56,0,1,0,0,1,94.63,5306.55,1,1,0,0,0
3085,39.0,1,44,0,0,1,1,2,69.59,1052.05,1,1,0,0,0
3086,59.0,0,29,1,1,0,0,1,115.75,3374.81,0,0,0,0,0
3087,43.0,1,62,0,0,1,1,0,42.21,2613.38,0,0,0,1,0
3088,29.0,1,52,1,1,1,2,2,32.16,1684.22,0,0,1,1,0
3089,34.0,0,54,0,0,1,1,3,114.11,6163.92,1,1,0,1,0
3090,31.0,0,57,0,1,0,0,3,103.04,5900.71,0,1,1,1,0
3091,31.0,1,66,0,1,0,0,3,96.49,6379.34,1,0,1,0,0
3092,51.0,0,22,0,1,1,2,3,30.47,668.57,1,0,1,1,0
3093,37.0,0,20,1,1,1,0,2,100.75,2007.07,0,1,1,0,0
3094,28.0,0,33,1,0,0,0,0,80.9,2643.43,0,0,0,1,0
3095,33.0,0,25,1,0,0,1,3,93.19,2336.5,1,0,0,0,0
3096,68.0,1,46,0,1,1,0,0,117.81,5429.34,0,0,0,0,0
3097,48.0,0,57,0,1,1,0,1,39.44,2255.53,0,1,1,0,0
3098,23.0,1,5,1,1,0,2,2,70.44,328.67,0,0,0,0,1
3099,36.0,1,55,1,0,1,0,2,95.34,5231.12,1,1,0,0,0
3100,54.0,0,61,0,0,0,0,0,63.37,3870.38,1,0,0,0,0
3101,21.0,0,8,1,1,1,1,1,25.47,221.62,1,1,0,0,0
3102,64.0,0,16,1,0,1,2,3,31.14,497.68,1,0,0,0,0
3103,21.0,1,48,0,0,1,0,2,80.21,2132.26,1,1,0,0,0
3104,37.0,0,61,1,1,1,1,2,48.5,2948.16,0,1,1,0,0
3105,27.0,0,15,0,0,1,1,2,33.78,508.77,1,1,1,1,0
3106,41.0,0,65,1,1,1,0,2,53.99,3506.6,0,1,0,0,0
3107,52.0,0,22,0,1,0,0,2,40.1,894.08,1,1,0,1,0
3108,43.0,0,3,1,1,1,0,0,22.39,61.77,0,1,0,1,0
3109,54.0,1,54,0,1,0,1,2,35.18,1916.49,0,0,0,1,0
3110,55.0,0,14,1,1,1,2,2,108.31,1513.26,1,0,0,1,0
3111,38.0,0,36,0,1,0,0,2,21.2,752.5,0,0,0,1,0
3112,57.0,0,67,1,0,1,2,1,97.39,6514.77,1,1,1,0,0
3113,44.0,1,10,1,1,1,1,3,95.35,947.28,1,1,0,0,1
3114,38.0,0,49,1,1,1,0,1,76.42,3748.29,1,1,1,1,0
3115,27.0,1,65,1,0,1,1,3,40.84,2648.5,1,0,1,0,0
3116,55.0,1,57,1,1,0,0,2,107.81,6136.97,0,1,0,1,0
3117,63.0,0,27,1,1,0,2,2,67.51,1831.67,0,0,1,1,0
3118,21.0,0,5,0,0,0,0,0,37.32,154.49,1,1,1,0,0
3119,62.0,0,71,1,0,1,1,3,62.9,4461.6,0,0,1,0,0
3120,37.0,1,57,0,1,0,1,0,39.49,2237.59,0,1,1,1,0
3121,34.0,1,15,1,1,0,0,0,57.6,855.31,1,1,1,1,0
3122,24.0,1,30,0,0,0,2,0,69.67,2132.26,1,0,1,1,0
3123,21.0,1,20,1,1,0,1,2,55.99,1117.75,1,0,0,0,0
3124,46.0,1,37,1,1,1,2,1,85.7,3167.94,0,0,0,1,0
3125,31.0,1,3,1,1,1,0,2,113.59,352.67,1,1,0,0,1
3126,20.0,0,41,1,1,1,0,2,54.81,2247.07,1,0,0,0,0
3127,41.0,0,39,0,0,0,2,3,55.57,2185.29,0,0,0,0,0
3128,54.0,1,26,1,0,1,1,0,93.83,2446.7,0,1,1,0,0
3129,33.0,0,2,0,0,0,1,2,73.06,136.45,1,1,1,0,1
3130,69.0,0,23,1,0,1,2,3,62.88,1465.58,0,0,0,0,0
3131,21.0,1,23,1,1,1,0,2,101.38,2334.52,0,0,0,0,0
3132,41.0,1,16,1,1,1,0,2,109.1,1764.32,1,0,1,1,0
3133,51.0,0,9,0,0,1,0,2,79.06,708.88,0,0,1,0,1
3134,47.0,1,13,0,1,0,1,2,38.51,503.35,1,1,0,1,0
3135,35.0,1,28,0,1,1,2,2,66.63,1869.96,1,0,0,0,0
3136,44.0,0,27,0,0,0,2,2,70.44,1900.2,1,0,0,1,0
3137,48.0,1,51,0,1,1,0,1,69.59,3236.94,1,0,1,1,0
3138,36.0,0,64,1,1,1,1,2,46.24,2978.69,1,0,0,1,0
3139,66.0,0,52,0,0,0,2,3,67.23,3473.03,1,0,0,0,0
3140,63.0,0,38,1,0,1,1,2,64.65,2464.85,0,1,0,1,0
3141,36.0,0,65,1,1,0,0,0,40.95,2652.8,0,1,0,1,0
3142,39.0,0,18,1,0,0,1,2,110.34,1960.19,1,1,0,1,0
3143,41.0,1,63,1,1,0,2,2,108.53,6842.56,1,0,0,1,0
3144,62.0,1,51,1,1,1,2,2,95.96,4899.15,0,1,0,0,0
3145,29.0,1,9,1,0,1,1,1,60.09,547.61,1,0,1,1,0
3146,47.0,1,13,0,0,0,2,3,57.03,745.1,1,1,0,1,0
3147,44.0,0,40,1,1,0,0,2,91.65,3674.75,1,1,0,0,0
3148,48.0,0,55,1,1,0,0,2,80.81,4438.52,0,0,0,0,0
3149,53.0,1,43,1,1,1,2,2,80.06,3445.21,0,0,0,0,0
3150,36.0,0,44,1,1,1,0,2,32.41,1433.02,0,1,0,0,0
3151,65.0,1,68,1,1,1,0,0,81.83,5577.97,1,0,0,1,0
3152,62.0,1,33,1,1,0,0,3,110.19,3636.71,0,1,1,0,0
3153,44.0,1,24,0,1,1,0,0,28.58,683.78,1,1,1,0,0
3154,47.0,0,36,1,1,1,1,2,53.92,1940.57,1,1,0,0,0
3155,66.0,0,10,1,1,0,0,3,70.9,697.06,0,0,1,0,1
3156,50.0,0,20,0,0,1,2,2,88.6,1779.7,0,1,0,1,0
3157,35.0,0,12,0,1,1,2,2,28.96,332.95,1,0,1,1,0
3158,69.0,1,62,0,1,1,0,0,107.28,6655.27,1,0,0,0,0
3159,66.0,0,18,1,0,1,0,2,24.05,433.75,0,1,0,1,0
3160,45.0,0,63,0,0,1,1,0,105.77,6648.0,0,1,1,0,0
3161,64.0,0,25,1,1,1,1,1,22.77,554.31,0,1,0,0,0
3162,28.0,1,12,1,1,1,0,2,35.35,415.66,1,0,0,1,0
3163,62.0,1,21,1,0,1,0,1,100.03,2097.19,0,0,1,1,0
3164,50.0,0,25,1,1,1,0,2,106.02,2665.3,0,0,1,1,0
3165,34.0,0,11,1,0,0,0,2,118.23,1299.42,0,1,0,1,1
3166,23.0,0,64,1,1,1,0,0,31.57,2025.94,1,1,1,1,0
3167,21.0,0,50,0,1,1,1,3,72.65,3645.17,1,1,0,1,0
3168,44.0,1,62,1,1,1,1,2,27.72,1729.37,1,1,1,1,0
